Ca,P,Si,Tg,P3,P2,P1,P0,Si6,Si5,Si4,Si3,Si2,Si1,Si0
52.25,4.46,43.29,0,0.0,4.984840754387275e-06,17.084844660378536,4.424770415454486e-10,0,0,0.001068566215178278,11.864442207066318,59.26014184069568,11.712411156827232,0.07708658353385354
49.87,9.01,41.12,0,0.0,0.045954627619169575,30.424116389982427,3.2195337612493446e-10,0,0,0.5032573141157287,32.27113295758822,34.43779532236703,2.3118845628939,0.005858825111526994
48.04,13.8,38.16,0,0.0,2.437962718825087,39.53284020072609,1.56863129390008e-10,0,0,6.546671784806641,38.780733553829286,12.390071233185134,0.3114011748311539,0.00031933363978545767
52.25,4.46,43.29,0,0.0,4.984840754387275e-06,17.084844660378536,4.424770415454486e-10,0,0,0.001068566215178278,11.864442207066318,59.26014184069568,11.712411156827232,0.07708658353385354
49.87,9.01,41.12,0,0.0,0.045954627619169575,30.424116389982427,3.2195337612493446e-10,0,0,0.5032573141157287,32.27113295758822,34.43779532236703,2.3118845628939,0.005858825111526994
48.04,13.8,38.16,0,0.0,2.437962718825087,39.53284020072609,1.56863129390008e-10,0,0,6.546671784806641,38.780733553829286,12.390071233185134,0.3114011748311539,0.00031933363978545767
