Ca,Si4,Si3,Si2,Si1,Si0
42,1.7523128137008435,53.74948981791244,42.248701515382,2.24487626069537,0.004619592309343575
46,0.17014449550927685,35.27570813994576,58.95746485527883,5.577367887567971,0.019314621698147353
50,0.0014373789044898914,14.335853513141576,71.41758737913587,14.151515186685524,0.09360654213249803
52,1.317045321317225e-05,6.124051991605769,70.97630475425102,22.675181834867768,0.22444824882219624
55,7.67356016203373e-12,0.5934282981369078,55.67434903217027,42.871017041218025,0.8612056284670926
58,0.0,0.002766172192879532,27.31406661109005,69.36356826124126,3.3195989554757954
61,0.0,6.733376381804347e-15,2.1316846674354344,82.73663066512911,15.13168466743544
