Rb,Si4,Si3,Si2,Si1,Si0
10.5,77.0068939109723,22.986212208449402,0.006893850184366852,3.0393956882866266e-08,3.0454905624065494e-17
21.5,45.05579950303326,54.88840181578001,0.055797859340287664,8.218464661974019e-07,2.787376572761854e-15
28.0,22.163999773539363,77.67200525097186,0.1639901774383253,4.798050452064204e-06,3.1883912587861754e-14
37.8,0.0,78.09152103148325,21.859087406714778,0.06343466931107505,3.678849249632198e-08
40.5,0.0,64.2221275942408,35.59787445621335,0.19404088204125938,2.1180217907014375e-07
50.0,0.0,4.6868458406414515,90.66847880938947,4.65867743648708,4.105777958354901e-05
