Li,Al,B,Tg,Al4,Al6,B4,B3,B2,B1,B0
23.9,5.3,70.9,0,6.822376309418892,0.13300426800892778,25.12440963285199,67.86149635313814,0.1618765812487405,0.0003468262274913741,9.970140246976815e-08
24.7,15.8,59.5,0,20.001682368806623,0.9810533549649343,16.88548975225324,62.34444630806617,0.010866225202473488,2.3609957937066366e-06,0.0
27.4,19.3,53.2,0,25.83051740469533,0.7901722504770995,15.016399458348813,58.730172950312706,0.01023566927778038,2.1731559766275957e-06,0.0
24.5,25.9,49.7,0,31.368757961252538,2.890501298006814,9.839884202877752,56.38360202491025,0.0,0.0,0.0
25.0,5.0,70.0,0,6.580259389978188,0.08640727668847781,27.155464085711483,66.05538197536238,0.22380570142982034,0.0006026009068922843,2.445887616445257e-07
25.0,10.0,65.0,0,13.006241051412289,0.32709228192104267,21.19768979214477,65.50080134371741,0.06912901526467652,7.821106834706862e-05,6.283513619561462e-09
25.0,15.0,60.0,0,19.12047889041616,0.8795211095838508,16.96950240657205,63.23978935471588,0.0136963709035864,3.83152129088748e-06,0.0
25.0,20.0,55.0,0,24.91856129348044,1.7481053731862524,14.794503810697243,58.941660965527355,0.0,0.0,0.0
25.0,25.0,50.0,0,30.92089282069533,2.4124405126379953,10.022023594355334,57.138761162904395,0.0,0.0,0.0
