Na,Li,K,Cs,Ca,Mg,Si,P,B,Al,Si6err,Si5err,Si4err,Si3err,Si2err,Si1err,Si0err,P3err,P2err,P1err,P0err,B4err,Al4err,Al6err
0.0,0.0,0.0,0.0,0.0,48.6,0.0,51.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0996883250000007,2.5994433500000014,-0.49982171500000006,6.670000000000001e-05,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,53.5,0.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9224468900000033,-2.9425498999999995,0.020884304,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,58.9,0.0,41.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1274082300000003,-1.3524725899999979,0.225845648,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,48.8,0.0,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.800311675,-6.6005566500000015,0.800178285,6.670000000000001e-05,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,53.4,0.0,46.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.022446889999998,-4.042549900000001,0.020884304,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,58.9,0.0,41.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.227408230000002,-5.452472589999999,-2.774154352,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,60.3,0.0,39.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.366030549999998,-12.729717219999998,-4.635532037,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,62.2,0.0,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.674056129999997,-8.345768380000003,-6.327506457,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,64.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.20035129,-0.39835870000000284,-7.801211294,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,52.0,48.0,0.0,0.0,0.0,0.0,0.0,0.38959110700000005,-0.7592992699999996,4.274726010000002,3.1700813699999983,-7.075099216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,54.0,46.0,0.0,0.0,0.0,0.0,0.0,0.158242996,-1.7186545500000001,2.08379678,7.355398100000002,-7.878783329999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,56.0,44.0,0.0,0.0,0.0,0.0,0.0,0.051408305,-3.3015095,0.19251071000000053,9.313873860000001,-6.25628337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,58.0,42.0,0.0,0.0,0.0,0.0,0.0,0.013167403999999999,-2.975566678,-1.096433189999999,10.066896800000002,-6.008064340000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.002009684,-3.9286021030000002,-2.994253780000001,9.766275120000003,-2.8454289300000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7403153499999995,0.25826241300000063,-0.29405162700000004
25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7644101600000006,0.43114235999999906,-0.9976179289999998
25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.1,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.963974758999999,0.08393334000000152,-1.502903606
25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.1,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.740349829999999,1.1986671100000024,-1.9072939840000003
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.8,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1831023730000001,3.2119023000000055,-3.8684357929999997
20.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.18,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.6499407999999995,-0.240474925,0.24047492499999998
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.66,15.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5266955800000002,-0.2816722899999995,0.28167229000000016
19.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.69,20.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.387757595,1.13622685,-1.1362268550000003
19.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.55,25.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.785064698000001,4.228942490000001,-4.228942497000001
15.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.52,20.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25472149,4.428835059999999,-4.428835053
25.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.04,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1696376620000013,-0.15769493999999895,0.15769494399999984
30.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7,20.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.945553030000001,0.3200332400000008,-0.32003324099999997
39.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.89,20.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9769327300000015,0.641356909999999,-0.641356912
44.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.71,20.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.348339496,0.6658651599999956,-0.6658651760000001
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6861738709999998,0.7854764400000036,-0.7854764380000001
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.403969269,0.5503322099999934,-0.600382266
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.050809502,0.9918540800000031,-0.14027256800000001
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.580319154,4.820167629999997,-4.757605069
35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.594305030000001,0.4682028599999999,-0.483587478
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8724894800000023,0.21502449599999984,-0.264974546
15.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4167853899999976,0.0,0.0
19.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6240791899999998,0.0,0.0
22.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2277435600000004,0.0,0.0
27.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5653472400000012,0.0,0.0
29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33350163000000066,0.0,0.0
34.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.867119539999997,0.0,0.0
37.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.90031588,0.0,0.0
67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.669978536,0.0,0.0
28.8,0.0,0.0,0.0,29.8,0.0,0.0,39.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.00000001,-14.000000020000002,1.08e-08,0.0,0.0,0.0
27.0,0.0,0.0,0.0,29.6,0.0,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.00000001,-10.00000001,6.57e-09,0.0,0.0,0.0
28.4,0.0,0.0,0.0,30.5,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.99999999,13.999999979999998,8.88e-09,0.0,0.0,0.0
24.36,0.0,0.0,0.0,26.93,0.0,46.14,2.57,0.0,0.0,0.0,0.0,-1.513087811,-6.769247690000002,11.319305730000004,-2.998573610000001,-0.03839660700000003,0.0,0.21035213,6.3449520470000005,-6.5553041767,0.0,0.0,0.0
24.42,0.0,0.0,0.0,26.93,0.0,43.22,5.43,0.0,0.0,0.0,0.0,-3.501038113,-7.673160979999999,12.096209280000004,-0.6885261499999995,-0.233484039,0.0,0.8228495370000001,11.547268746,-12.370118285,0.0,0.0,0.0
24.3,0.0,0.0,0.0,26.9,0.0,46.2,2.6,0.0,0.0,0.0,0.0,0.0034677609999999998,5.354160689999999,9.322272310000002,-14.98285842,0.302957678,0.0,0.227330405,7.188233762999999,-7.4155641672,0.0,0.0,0.0
24.390243899999998,0.0,0.0,0.0,26.82926829,0.0,46.34146341,2.43902439,0.0,0.0,0.0,0.0,0.002851425,-0.40320262000000184,-1.7964755200000013,1.8769480299999994,0.319878683,0.0,0.19991947899999998,8.75246144,-8.952380918300001,0.0,0.0,0.0
24.390243899999998,0.0,0.0,0.0,26.82926829,0.0,43.90243902,4.87804878,0.0,0.0,0.0,0.0,0.012975823999999999,10.355922589999999,-21.264345940000005,10.71454838,0.180899141,0.0,0.1490179279999999,16.214618386999998,-16.3636363086,0.0,0.0,0.0
24.390243899999998,0.0,0.0,0.0,26.82926829,0.0,42.43902439,6.341463415,0.0,0.0,0.0,0.0,0.029462171000000002,-3.9783019499999988,6.14712978,-2.324092536,0.125802545,0.0,1.218571632,17.188507958000002,-18.4070795937,0.0,0.0,0.0
21.95571956,0.0,0.0,0.0,21.40221402,0.0,55.59655597,1.045510455,0.0,0.0,0.0,0.0,-2.7438497340000003,4.2662521600000005,-3.0238350500000024,1.4760396469999997,0.025392979,0.0,0.705628996,2.5928784620000003,-3.29850745892,0.0,0.0,0.0
21.54420922,0.0,0.0,0.0,20.2988792,0.0,55.16811955,2.98879203,0.0,0.0,0.0,0.0,-5.952022616999999,15.146382200000005,-9.108405070000003,-0.09515441599999996,0.00919991,0.0,2.839767922,5.372044699,-8.21181261983,0.0,0.0,0.0
20.59925094,0.0,0.0,0.0,22.09737828,0.0,53.05867665,4.244694132,0.0,0.0,0.0,0.0,-2.1001537930000005,-6.866658899999997,9.818459279999999,-0.8611690679999997,0.009522491,0.0,3.983463105,7.464812747999999,-11.44827585077,0.0,0.0,0.0
30.29508197,0.0,0.0,0.0,23.08196721,0.0,45.770491799999995,0.852459016,0.0,0.0,0.0,0.0,1.02e-06,-4.717776757999999,-11.655795460000007,20.16843614,-3.794864941,0.0,0.00918819,3.474237193,-3.4834253849999994,0.0,0.0,0.0
25.17482517,0.0,0.0,0.0,26.19198983,0.0,46.66242848,1.970756516,0.0,0.0,0.0,0.0,-0.920740504,-0.17775973,-10.705200699999999,11.429157202999999,0.374543733,0.0,0.132158805,7.345228098000001,-7.4773869042,0.0,0.0,0.0
25.22464698,0.0,0.0,0.0,25.54557125,0.0,46.08472401,3.1450577660000003,0.0,0.0,0.0,0.0,-0.8735463569999999,-5.02236036,-0.8316257399999998,6.497083555000001,0.230448901,0.0,0.36959133299999997,11.039722353999998,-11.4093136906,0.0,0.0,0.0
23.51804124,0.0,0.0,0.0,26.03092784,0.0,45.10309278,5.347938144,0.0,0.0,0.0,0.0,-2.333058404,-13.85126476,12.435944210000002,3.661824424,0.086554528,0.0,1.511668436,16.123435452,-17.635103892,0.0,0.0,0.0
36.84573003,0.0,0.0,0.0,22.31404959,0.0,39.94490358,0.895316804,0.0,0.0,0.0,0.0,7.390000000000001e-33,-0.9389467760000001,-25.819785169999996,19.31119616,7.447535783000001,0.0,1.15e-07,3.4752472770000002,-3.4752473939999997,0.0,0.0,0.0
32.08053691,0.0,0.0,0.0,22.68456376,0.0,43.08724832,2.147651007,0.0,0.0,0.0,0.0,2.16e-08,1.6879027520000003,1.5238064400000013,-1.8374165899999966,-1.374292622,0.0,0.009381583,7.87730388,-7.886685460700001,0.0,0.0,0.0
33.17438692,0.0,0.0,0.0,23.02452316,0.0,40.73569482,3.065395095,0.0,0.0,0.0,0.0,4.15e-11,-5.4389206230000005,-2.716442739999998,7.822436859999996,0.33292651299999987,0.0,0.0027920690000000003,12.293719389,-12.296511462,0.0,0.0,0.0
32.46753247,0.0,0.0,0.0,22.00956938,0.0,41.28503076,4.237867396,0.0,0.0,0.0,0.0,7.95e-07,-3.378239678999999,3.414560249999994,-0.8164340299999999,0.7801126629999999,0.0,0.056095462,15.784563738,-15.840659197,0.0,0.0,0.0
24.3,0.0,0.0,0.0,26.9,0.0,46.2,2.6,0.0,0.0,0.0,0.0,0.0034677609999999998,-13.611208959999999,9.322272310000002,3.9825112299999983,0.302957678,0.0,0.227330405,7.188233762999999,-7.4155641672,0.0,0.0,0.0
24.3694956,0.0,0.0,0.0,26.92153723,0.0,46.13690953,2.5720576459999998,0.0,0.0,0.0,0.0,-1.7965116650000001,-5.802719579999998,10.804936079999997,-2.62428491,-0.581419916,0.0,0.009867229000000005,6.5104293779999995,-6.520296607599999,0.0,0.0,0.0
19.4,0.0,0.0,0.0,21.47,0.0,56.5,2.63,0.0,0.0,0.0,0.0,-7.419937021000001,9.319596089999997,-0.6548721500000028,-1.2522313849999998,0.007444475999999999,0.0,2.159554701,0.7361706840000002,-2.89572538426,0.0,0.0,0.0
14.47289458,0.0,0.0,0.0,15.98319664,0.0,66.91338268,2.630526105,0.0,0.0,0.0,-0.92710643,-2.364073870000002,3.1403056099999986,-0.006908255000000807,0.157492019,0.00029093,0.0,2.0876566000000003,-1.4316144729999998,-0.656042128207,0.0,0.0,0.0
20.72072072,0.0,0.0,0.0,31.53153153,0.0,41.24124124,6.506506507,0.0,0.0,0.0,0.0,0.019225161,-4.56706496,-2.0740978199999986,6.434730341999999,0.18720728,0.0,0.8543647659999999,22.051539237,-22.9059040047,0.0,0.0,0.0
18.1,0.0,0.0,0.0,25.0,0.0,55.9,1.0,0.0,0.0,0.0,0.0,0.09492586100000011,1.1172273900000036,-3.082658880000004,1.844379951,0.02612567,0.0,0.709932146,2.395421909,-3.10535405615,0.0,0.0,0.0
19.1,0.0,0.0,0.0,25.8,0.0,52.7,2.4,0.0,0.0,0.0,0.0,-0.8276470720000002,-6.9615702299999995,4.8240592599999985,2.931448919,0.033709125,0.0,1.449296769,6.030355397,-7.47965216578,0.0,0.0,0.0
20.1,0.0,0.0,0.0,27.4,0.0,46.0,6.5,0.0,0.0,0.0,0.0,-0.4616739849999999,-5.593825750000001,3.23597891,2.789040088,0.030480737,0.0,3.6925990410000002,16.181977206000003,-19.8745762478,0.0,0.0,0.0
19.4,0.0,0.0,0.0,21.4,0.0,56.0,3.2,0.0,0.0,0.0,0.0,-1.9201634150000002,-3.4419881300000057,4.533986120000002,0.821619914,0.006545509000000001,0.0,3.437538717,5.157333072,-8.59487178957,0.0,0.0,0.0
15.1,0.0,0.0,0.0,20.6,0.0,62.3,2.0,0.0,0.0,0.0,0.0,4.1659281629999985,-11.945014399999998,7.1800639,0.5970946420000001,0.0019276979999999998,0.0,2.90505834,1.8913217489999998,-4.79638008864,0.0,0.0,0.0
16.1,0.0,0.0,0.0,22.6,0.0,58.3,3.0,0.0,0.0,0.0,0.0,1.841101158999999,-11.169732660000001,8.39321449,0.931683349,0.003733658,0.0,3.832746326,3.762899083,-7.59564540909,0.0,0.0,0.0
17.2,0.0,0.0,0.0,24.4,0.0,52.4,6.0,0.0,0.0,0.0,0.0,-1.9081420920000012,-10.85705257,11.712049594999998,1.048479878,0.004665183,0.0,6.99201657,8.306120073000002,-15.29813664318,0.0,0.0,0.0
42.8,0.0,0.0,0.0,0.0,0.0,0.0,57.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000947620000002,-5.001895239999996,0.000947622,6.89e-15,0.0,0.0,0.0
43.8,0.0,0.0,0.0,0.0,0.0,0.0,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.001092700000001,-4.002185400000002,0.0010927019999999999,8.740000000000001e-15,0.0,0.0,0.0
45.3,0.0,0.0,0.0,0.0,0.0,0.0,54.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.001399580000001,-4.002799159999995,0.00139958,1.33e-14,0.0,0.0,0.0
51.1,0.0,0.0,0.0,0.0,0.0,0.0,48.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3989525399999962,2.199476217,3.54e-08,0.0,0.0,0.0
54.1,0.0,0.0,0.0,0.0,0.0,0.0,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.601048939999998,-4.800526739999999,1.52e-06,0.0,0.0,0.0
57.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.398946390000006,10.199463909999999,6.19e-06,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9999984300000051,0.999996855,1.57e-06,2.39e-19,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9999954999999972,1.9999910079999994,4.5e-06,1.39e-18,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000264699999946,-1.0000529399999998,2.65e-05,2.34e-17,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9999450699999954,1.9998901300000007,5.489999999999999e-05,7.32e-17,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9998962599999999,0.9997925199999997,0.00010373799999999999,1.98e-16,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9998042499999968,0.99960849,0.00019575400000000002,5.39e-16,0.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.000351799999997,-3.0007035999999943,0.000351798,1.37e-15,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.9993464399999965,4.998692869999999,0.000653565,3.7299999999999995e-15,0.0,0.0,0.0
23.8,0.0,0.0,0.0,4.8,0.0,71.4,0.0,0.0,0.0,0.0,0.0,-1.5994528000000017,-3.7717319199999935,5.341844945,0.029317075,2.27e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.7,0.0,0.0,0.0,9.1,0.0,68.2,0.0,0.0,0.0,0.0,0.0,4.557907119999999,-12.029358400000007,7.385082413999999,0.086281892,8.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.7,0.0,0.0,0.0,13.0,0.0,65.2,0.0,0.0,0.0,0.0,0.0,3.4838698079999997,-13.751949499999995,10.05257392,0.215221417,0.00028435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,20.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,1.605054947,-9.144672670000006,6.4766987799999995,1.060400655,0.002518285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.77620708,0.0,0.0,0.0,0.0,0.0,17.0,68.0,0.0,0.0,-11.11111111,0.0,11.06350193,0.047602475,6.71e-06,6.36e-11,1.32e-16,-0.19983321000000842,0.1998030799999988,3.01e-05,3.03e-17,0.0,0.0,0.0
19.74474232,0.0,0.0,0.0,0.0,0.0,16.0,64.0,0.0,0.0,-11.11111111,0.0,11.03509901,0.07599464,1.75e-05,2.75e-10,9.73e-16,0.4121363599999981,-0.4122115899999983,7.52e-05,1.27e-16,0.0,0.0,0.0
27.78657159,0.0,0.0,0.0,0.0,0.0,14.4,57.6,0.0,0.0,-10.56635831,-0.544752802,10.97300949,0.13804298,5.8599999999999995e-05,1.7399999999999998e-09,1.17e-14,-0.10783084999999915,0.10759937000000264,0.000231487,7.5e-16,0.0,0.0,0.0
34.27604542,0.0,0.0,0.0,0.0,0.0,13.0,52.0,0.0,0.0,-6.544351682,-4.566759429,10.885382199999999,0.225570561,0.000158341,7.780000000000001e-09,8.75e-14,-0.8274162700000005,0.8268600699999951,0.00055619,3.08e-15,0.0,0.0,0.0
39.35917363,0.0,0.0,0.0,0.0,0.0,12.0,48.0,0.0,0.0,-1.40068165,-9.710429461,10.76021118,0.350513879,0.00038601900000000003,2.98e-08,5.260000000000001e-13,-0.5304350300000031,0.5292721400000033,0.001162885,1.05e-14,0.0,0.0,0.0
18.96754069,0.0,0.0,0.0,0.0,0.0,20.3,49.7,0.0,0.0,-8.529825949,0.0,8.374631291000002,0.155146629,4.8e-05,1.0300000000000002e-09,4.95e-15,-4.467632999999999,4.46751081,0.000122178,2.83e-16,0.0,0.0,0.0
24.68204924,0.0,0.0,0.0,0.0,0.0,30.1,39.9,0.0,0.0,-5.325826039,0.0,4.8377647800000005,0.48776304299999995,0.000298207,1.27e-08,1.23e-13,-2.765453540000003,2.7650929299999945,0.00036060800000000005,1.72e-15,0.0,0.0,0.0
30.58377673,0.0,0.0,0.0,0.0,0.0,37.8,32.2,0.0,0.0,0.0,0.0,-1.7288796899999994,1.7260629859999999,0.0028163809999999997,3.19e-07,8.170000000000001e-12,2.0873774579999997,-2.0888893999999993,0.001511951,2.09e-14,0.0,0.0,0.0
36.67803215,0.0,0.0,0.0,0.0,0.0,9.8,50.2,0.0,0.0,-4.588747731000001,0.0,4.3691068799999995,0.21945271600000002,0.00018812400000000002,1.1299999999999999e-08,1.56e-13,-3.7052445300000016,3.7044490100000047,0.000795523,5.47e-15,0.0,0.0,0.0
33.35238421,0.0,0.0,0.0,0.0,0.0,17.8,45.7,0.0,0.0,-2.885164835,0.0,2.4926974700000013,0.39214029100000003,0.000327048,1.91e-08,2.5499999999999997e-13,-2.406456890000001,2.4057571499999995,0.0006997310000000001,4.66e-15,0.0,0.0,0.0
19.2628542,0.0,0.0,0.0,0.0,0.0,10.4,69.6,0.0,0.0,-6.951871658,0.0,6.908731512999999,0.043131172999999995,8.97e-06,1.28e-10,4.08e-16,-0.4394318099999879,0.43936648000000034,6.53e-05,9.96e-17,0.0,0.0,0.0
19.5373397,0.0,0.0,0.0,0.0,0.0,17.1,62.9,0.0,0.0,-11.25553423,0.0,11.172745923999999,0.082769077,1.92e-05,3.07e-10,1.1e-15,0.26972759999999596,-0.26980371999999875,7.609999999999999e-05,1.3e-16,0.0,0.0,0.0
19.55528195,0.0,0.0,0.0,0.0,0.0,21.3,58.7,0.0,0.0,-11.11189266,0.0,10.995633538,0.116229525,2.9600000000000005e-05,5.18e-10,2.04e-15,0.15844565999999816,-0.1585325599999976,8.690000000000001e-05,1.64e-16,0.0,0.0,0.0
19.62981003,0.0,0.0,0.0,0.0,0.0,30.4,49.6,0.0,0.0,-9.228901032000001,0.0,9.01035986,0.218472458,6.87e-05,1.49e-09,7.259999999999999e-15,0.37211186000000396,-0.3722281299999999,0.000116265,2.73e-16,0.0,0.0,0.0
19.98918773,0.0,0.0,0.0,0.0,0.0,39.4,40.6,0.0,0.0,-6.408342901,0.0,6.001032019999997,0.40713868799999997,0.00017218,5.03e-09,3.32e-14,0.5527439099999967,-0.5529193699999979,0.000175464,5.62e-16,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,-2.41417603,0.8352585599999998,1.572015075,0.006898289,4.11e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.6,0.0,0.0,0.0,0.0,0.0,71.4,0.0,0.0,0.0,0.0,0.0,-2.671295800000003,3.3588498099999953,-0.7037987350000003,0.01623123,1.3500000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.3,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,-1.6282664489999998,2.3185702499999934,-0.752252124,0.061859286,8.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,-1.911000679,0.5462021099999959,2.64387335,-1.282350306,0.0032755279999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.9,0.0,0.0,0.0,0.0,0.0,57.1,0.0,0.0,0.0,0.0,0.0,-1.998800139,-2.1649334399999987,5.3400936800000025,-1.190186486,0.013826383000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.4,0.0,0.0,0.0,0.0,0.0,55.6,0.0,0.0,0.0,0.0,0.0,5.07e-05,-4.137317039999999,4.302417200000001,-0.1930862000000002,0.027935311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.22e-15,-5.809961999999999,9.931183239999996,-3.4324804800000006,-0.688740763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.16498208,0.0,0.0,0.0,0.0,0.0,66.83501792,0.0,0.0,0.0,0.0,0.0,0.46908500000000153,0.059640400000006366,-0.5864552800000009,0.057649353,8.05e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.30305617,0.0,0.0,0.0,0.0,0.0,59.69694383,0.0,0.0,0.0,0.0,0.0,0.056846468,5.297194610000005,-6.170963250000007,-5.917043185000001,0.0039653629999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
