1.011512724476533265e+02 -6.965514091503181848e-02 2.434963761945915794e-01 2.118190828477550802e-01 2.973658656582716664e-01
1.004991804922921830e+02 -1.784255846954621028e-01 8.070556403794830747e-01 1.138663128457944040e-01 2.826171579194050598e-01
9.983239215812702128e+01 1.067530987054717606e+00 3.232120539663801972e-02 3.236709972308770000e-01 2.870458882212988949e-01
9.916460886337978309e+01 2.354749273341871341e+00 -7.866597171151703538e-01 5.445279793072794750e-01 2.933679543255839350e-01
9.852005688677137130e+01 3.520462344748783501e+00 -1.500608666987362394e+00 7.394418988267078552e-01 2.967130476443626264e-01
9.786673434365113167e+01 4.690875383487235872e+00 -2.010661460659729283e+00 7.962606001929153354e-01 2.969222735789909806e-01
9.723105884735885240e+01 5.817992378334688297e+00 -2.471278902845255754e+00 8.347604221644095990e-01 2.960117071751571238e-01
9.659179223277732262e+01 7.001817362115332344e+00 -2.967855606980820404e+00 8.744882977184086359e-01 2.967007412226131957e-01
9.531999203117449326e+01 7.876786632027677371e+00 -2.027626118233047503e+00 5.349248546777789493e-01 2.177076657217676958e-01
9.398455143624300945e+01 8.767541532723740261e+00 -9.580325411212080589e-01 1.566646099505935863e-01 1.307362025478511769e-01
9.267931499287443842e+01 9.608386280833911997e+00 1.061541862211944631e-01 -2.092895619361164194e-01 4.460109093310658801e-02
9.137407854950586739e+01 1.044923102894407485e+01 1.170340913563578056e+00 -5.752437338228125752e-01 -4.153402068163770250e-02
9.006884210613732478e+01 1.129007577705419685e+01 2.234527640905989099e+00 -9.411979057095126722e-01 -1.276691322963838249e-01
8.877988938483842674e+01 1.213426055560582384e+01 3.279696546701706517e+00 -1.299736861468996363e+00 -2.126267431830713706e-01
8.750485709303272586e+01 1.292519515113007955e+01 4.338476424274665177e+00 -1.653384960515220437e+00 -2.979255032386440294e-01
8.619762154458882719e+01 1.474136836005966700e+01 3.978259988532682812e+00 -1.641286116420122010e+00 -2.968837799158613455e-01
8.490724383617832416e+01 1.663795654219105202e+01 3.460997015152620815e+00 -1.580056079901547061e+00 -2.861210000466108960e-01
8.372713808171043581e+01 1.794504068024123455e+01 3.078501623894094319e+00 -1.424121848227131171e+00 -2.758809540232874391e-01
8.258924441411697615e+01 1.889911571186090811e+01 2.786029633841459408e+00 -1.215549681434842100e+00 -2.660699187704110846e-01
8.147102559524988408e+01 1.984596422273043714e+01 2.492746234718566711e+00 -1.008135613980603029e+00 -2.563177956434967153e-01
8.036360074448921864e+01 2.081021898263748682e+01 2.187524031448325079e+00 -7.966488625710724802e-01 -2.463768608607346811e-01
7.926170157144727568e+01 2.176261048566955481e+01 1.888426419737290640e+00 -5.881429766902036560e-01 -2.365720644632033354e-01
7.815763192358784295e+01 2.271409573266387838e+01 1.588207019984972490e+00 -3.789061430453644075e-01 -2.267427150770207067e-01
7.706988192155351669e+01 2.367112397182077999e+01 1.282173407644476182e+00 -1.685774909738885774e-01 -2.168606924202205466e-01
7.599018485057909800e+01 2.461427130800435137e+01 9.805217244877255656e-01 4.025384537760075265e-02 -2.070879645282918680e-01
7.489401805135690893e+01 2.556063881037723462e+01 7.885909373120845167e-01 1.831769951481471426e-01 -1.994382982717780028e-01
7.381792356431182611e+01 2.642991656864121452e+01 8.531137844780403157e-01 1.766334861909010512e-01 -1.969471071544191543e-01
7.273841054003902684e+01 2.731132788539164125e+01 9.155667817386190510e-01 1.706362491257677194e-01 -1.944022359719599358e-01
7.167040386802712248e+01 2.816707501861933238e+01 9.828561138075573300e-01 1.635337771621602765e-01 -1.919884458874464850e-01
7.061064309201069022e+01 2.904203700096356044e+01 1.040913401927084925e+00 1.584604300531808896e-01 -1.894317219600586133e-01
