9.796463217397743506e+01 -4.074044614637415407e-01 -1.280836834743132036e-01 1.598469676605113854e+00 -2.771204314364647647e+00
9.738910355073124947e+01 -4.820846953863522910e-01 3.731133340496186057e-01 1.420363597217728868e+00 -3.060568882495853238e+00
9.680541261280015419e+01 -5.563142221838606183e-01 8.513145518097364750e-01 1.551582610893749603e+00 -3.111360623341512088e+00
9.601882527191206407e+01 -2.074415465128521263e-01 1.125990970443867978e+00 1.766064786037397694e+00 -2.991927966337136535e+00
9.486077535464040977e+01 9.993575855811578368e-01 9.971909248498103118e-01 1.732142588853973653e+00 -2.842648220121677394e+00
9.370272543736876969e+01 2.206156717675168188e+00 8.683908792557242240e-01 1.698220391670549612e+00 -2.693368473906204486e+00
9.256880156004028493e+01 3.387814201183915852e+00 7.422741679448756624e-01 1.665004906928459150e+00 -2.547198722403547944e+00
9.143487768271180016e+01 4.569471684692625324e+00 6.161574566340262127e-01 1.631789422186323835e+00 -2.401028970900936255e+00
9.030095380538331540e+01 5.751129168201378761e+00 4.900407453231490629e-01 1.598573937444212278e+00 -2.254859219398279713e+00
8.919115596799802859e+01 6.907645003124768479e+00 3.666073682954665292e-01 1.566065165143451177e+00 -2.111799462608448419e+00
8.810548417055582604e+01 8.039019189462958792e+00 2.458573255510334010e-01 1.534263105283985684e+00 -1.971849700531445482e+00
8.701981237311365192e+01 9.170393375801111802e+00 1.251072828066290277e-01 1.502461045424461350e+00 -1.831899938454506049e+00
8.593414057567149200e+01 1.030176756213924705e+01 4.357240062097866851e-03 1.470658985565031607e+00 -1.691950176377443160e+00
8.487259481817248741e+01 1.140800009989214026e+01 -1.137094683991115573e-01 1.439563638146869273e+00 -1.555110409013284567e+00
8.381104906067346860e+01 1.251423263764495708e+01 -2.317761768603081585e-01 1.408468290728728256e+00 -1.418270641649114872e+00
8.274950330317447822e+01 1.362046517539783785e+01 -3.498428853216302703e-01 1.377372943310582576e+00 -1.281430874284911869e+00
8.171208358561861473e+01 1.470155606456539843e+01 -4.652262594995897893e-01 1.346984308333749381e+00 -1.147701101633581189e+00
8.069878990800593499e+01 1.575750530514767433e+01 -5.779262993944250804e-01 1.317302385798240660e+00 -1.017081323695052220e+00
7.966137019045008572e+01 1.683859619431524379e+01 -6.933096735724972870e-01 1.286913750821452540e+00 -8.833515510436557028e-01
7.864807651283740597e+01 1.789454543489747707e+01 -8.060097134672907782e-01 1.257231828285934050e+00 -7.527317731051427208e-01
7.765890887516785313e+01 1.892535302689448784e+01 -9.160264190788899308e-01 1.228256618191730709e+00 -6.252219898794476594e-01
7.666974123749832870e+01 1.995616061889146309e+01 -1.026043124690502850e+00 1.199281408097574664e+00 -4.977122066537159606e-01
7.568057359982879007e+01 2.098696821088847742e+01 -1.136059830302101892e+00 1.170306198003342679e+00 -3.702024234280422155e-01
7.471553200210244938e+01 2.199263415430011648e+01 -1.243393201630449640e+00 1.142037700350468477e+00 -2.458026349151861689e-01
7.375049040437606607e+01 2.299830009771184081e+01 -1.350726572958897087e+00 1.113769202697629579e+00 -1.214028464022590681e-01
7.278544880664971117e+01 2.400396604112348342e+01 -1.458059944287287468e+00 1.085500705044797787e+00 2.996942110639722046e-03
7.184453324886649739e+01 2.498449033594987156e+01 -1.562709981332455644e+00 1.057938919833247837e+00 1.242867359106982761e-01
7.090361769108325518e+01 2.596501463077632721e+01 -1.667360018377680886e+00 1.030377134621685897e+00 2.455765297107558864e-01
6.996270213330004140e+01 2.694553892560269759e+01 -1.772010055422764241e+00 1.002815349410134615e+00 3.668663235107779697e-01
